,productId,userId,score,summary,review,movie_title
111479,B002LBKDYE, AL6EAWG5RTM0A,5.0, Must See !!!,"You will not eat the same after this movie. This is not liberal hysterics. I'm usually cynical and opinionated about everything and never at a loss for words, but I was quiet during this movie. I kind of knew this was going on but still shocked to see it. Everyone should watch this show, I think we would all be better off if they did. I only give 4 stars or less to everything I have ever rated on amazon and that is because those items couldn't or didn't change my life very much. This is my first 5 star rating after many other ratings.","Food, Inc"
111480,B002LBKDYE, A2PDGLKFR955PE,5.0, Watch with a open mind.,"FOOD, Inc. is not gospel.  It's not 100% FACT.  It doesn't show the WHOLE picture of what is going on but it will give you a nice start into doing your own thinking.  It really takes you back and makes you wonder.<br /><br />Good or Bad.  My wife and I realize that eating fast food is not good.  But it is part of the world today.  We try to eat as much natural and organic as we can, yet we know it's not practical to eat 100%.  We try to buy organic milk, eggs and vegetables as much as we can but we will not pay double.<br /><br />Watch this movie.  Its TWO THUMBS UP.  Eat KFC if you are in a hurry or craving it. Just don't live off it.  :)  Be Smart.","Food, Inc"
111481,B002LBKDYE, ARIH1E57954V1,5.0," It is time to take a stand for your Rights, your Health and your Freedoms!","This documentary is very well done, extremely informative, and tremendously engaging. It provided a wide array of information, and personal stories as an example. I think it should be required watching for every person in an industrialized nation, especially America.<br /><br />Genetically engineering your food, refusing to accurately label your foods, creating mega monopolies, placing their officials in your gov't overseeing policies concerning them, strong arming farmers, suing farmers for using their own seeds, torturing animals, poisoning people, encouraging illegal imigration and getting away with it, and even depriving YOU of your right to free speech?!? Veterans day was yesterday, honor the veterans in your life by standing up against the food industry dictatorship that is stripping your country of its health, wealth, well being and FREEDOM!!! Every item you purchase is a vote, make sure YOU are voting for the right things!","Food, Inc"
111482,B002LBKDYE, A2NH5G7FVR5JA0,5.0, Eye Opener,"Great movie, it allows you to see where most of our food comes from and the process. Makes you think...that you actually have the power as a consumer to support companies and their methods. Similar movies like King Corn and End of The Line are good to watch if you like this movie.","Food, Inc"
111483,B002LBKDYE, A394FPN5HH3P3O,5.0, Real Food where is it?,This puts it all together and lets you know what is happening to your food.  We will never be able to claim our rights to real food if we do not know how it was stolen from us.  Buy this now.,"Food, Inc"
111484,B002LBKDYE, A3HS5U2UUSQP0N,4.0, Food Inc. is essential viewing,"""Your going to give youself a heart attack if you think about it. Just eat it"" Jared Edinger (childhood friend)<br /><br />  Well when I was seven years old that worked pretty well at getting me to shut my mouth at his fathers bad cooking and just eat it. Now that I'm an adult I would rather not eat poison, and I most certainly don't want to feed it to my children (as a side note my childhood friend feeds his children much better than his dad fed him as well). Food INC. is nothing short of eye opening, jaw dropping, in your face proof that the food industry is not to be trusted. Not only is our food supply tainted with bacterial killers while the industry refuses to truly fix the problem, but we are being sold poor health as well. Farmers are being told to raise chickens in a certain way which they know is not healthy for the chicken or for us. Cattle are being raised on corn based feed that promotes ecoli growth, and they are being kept in unsanitary conditions which also can impact our health. They industry has created soy beans that are immune to round-up (you know so they can spray that same round up on the crops to kill the weeds but not the soy beans). They are shaking down farmers to force them to buy their hybred crops or be eliminated from the market, and forced into bankruptcy. The amount of eye opening scenes come one after another.<br /><br />  This review can't do this film justice. However, if I were to come up with one thing I didn't like it is the scenes that pander the pro union message. I don't really care if you like unions or not. I just don't feel it added anything to the film.","Food, Inc"
111485,B002LBKDYE, A1S0XR6U5XA91M,5.0," FOOD, INC.","Makes you wonder what is in our food and what it has done to our bodies.  Could there be a link to the overwhelming numbers of unhealthy American chidren?  Autism, ADD and cancers?","Food, Inc"
111486,B002LBKDYE, ANCHEG4GMYC2E,5.0," Wonderfully edited, great information, and well put together.",This dvd was VERY insightful and informative. To understand where exactly our food is coming from and who has control (greedy politicians) was eye opening. Organic all the way!,"Food, Inc"
111487,B002LBKDYE, A37CENQP0ZNKVE,5.0, Very Well Done!,"Very educational and well put together documentary.  Really touches basics on how and why our food industry does what it does and how they become the winners; while us, wanting to eat 'real, organic, natural from nature' foods are the losers who have to continue to fight against a main-stream money making industry where profit is the highest gain, not our health.  Watched it on Net-Flix a few times.  I always buy organic and raw and support our smaller growers because of the added health benefits and hopes they will be able to compete more effectively with the top conglomerates who rule in food manufacturing.","Food, Inc"
111488,B002LBKDYE, A3RJ2SXOAYYC2Q,5.0," Food, Inc.","I saw this on PBS and also promoted on the Oprah show.  It is extremely well done.  Has a lot of information on following the food on your plate back to the farm.  It has alot of information.....I've watched it at least four times (learn more each time) and plan to show it to a Holistic Health class I'm teaching.  It is very informative and not for the faint of heart (you will see horrible conditions that animals are raised in vs. the organic small farm method).  Seeing animals butchered will bother some, but it is a reality of where food comes from.  It is especially upsetting to see how farming has changed over the decades to HUGE corporations and a government that does't seem to have a shred of concern for the animals or crops, farmers, workers, or the consumer.  The USA has some of the UNHEALTHIEST people in the world due to poor diet and lack of exercise.  This film does encourage us to change the food industry because our food CHOICES drive this industry.  Do we care enough to change it?","Food, Inc"
111489,B002LBKDYE, AQ19VUJ1BIAV4,5.0, Everyone should see this!,"This is a movie that everyone should see. I believe that people have the right to make informed decisions. As consumers, we are not given all the information we should have to make smart choices for ourselves and our environment. Viewing this movie is a step to being a smarter consumer.  Corporations will continue to feed us junk as long as we buy it. The problem is, we don't know what we are really buying. What we think is healthy may not really be what we think it is. As consumers we have the power to make changes in our society by how and where we spend our dollars. Invest in this and you are investing in your health and your future.","Food, Inc"
111490,B002LBKDYE, A3CTQNPZO7ZBLP,5.0, Best movie I've ever seen for educational purposes,"I am a PROCESSED-FOODS CONVERT, thanks to this amazing documentary, and subsequently others similar to it in nature.<br /><br />Before, I mindlessly went about my daily life, buying processed foods and easy take-out for too many years, being a busy working mom with two kids in two activities at a time. Hey, they wouldn't put anything to compromise our health in those boxes. Yeah....right....<br /><br />Since about April of this year, I've been researching & learning about natural foods, enzymes and how incredibly valuable they are for us all, and most shockingly, what's happening to our food supply right under our very noses as we go about our busy lives, assuming everything is just fine.<br /><br />There is so much MSG & HFCS (High fructose corn syrup) in the majority of processed foods, which so many of us are eating AND feeding our children, not to mention the genetic modification of the very seeds we need to sustain life, which this film documents and explains very, very well.<br /><br />Companies are patenting and modifying the very DNA of the plants we eat and feed our livestock & poultry. Let that sink in for a moment. One of those also makes a very potent & popular weed killer. Hmmmm....food supply owners AND poison factory? The same company? Hmmmmmm...<br /><br />If you educate yourself by buying growth-hormone free, antibiotic free, non-genetically modified 100% ORGANIC vegetable, dairy and meat products, you VOTE WITH YOUR DOLLARS & the producers will get the message. The first documentary I watched on the subject was Food, Inc., and is a real eye-opener. This led to the viewing and further investigation of others. The more I uncovered, the more upset I became, but then I empowered myself again, as I am in charge of what I put into my body!<br /><br />I also got the KitchenAid Professional 5 Plus 5-Quart Stand Mixer, in Black, at the same time, to make this new lifestyle choice less a chore & more doable. It's the best kitchen appliance I've ever owned, and makes cooking from scratch easy, peasy! Clean up is also a snap. This all came together for me because of this movie, and Michael Pollan's ""Food Rules"".<br /><br />The Fannie Farmer cookbook, recommended to me 15 years ago by my sister-in-law as a must-have, truly is a must-have! You will not be sorry, and even the pickiest of eaters will not be able to get enough.<br /><br />***IMPORTANT NOTE FOR THOSE WANTING TO LOSE WEIGHT:<br /><br />It has been my experience that eating REAL food without added fillers, preservatives & other chemical alteration FILLS YOU UP much faster than the processed stuff. MUCH! You'll have a lot of food left over when you cook and eat this way - the way we were meant to, so stock up on some freezer containers or a vacuum sealer. I got both.<br /><br />Doctors & alternative health practitioners stress that we should eat natural sugars, not artificial sweeteners. Eat actual, natural foods from this Earth, without all the added nonsense, and you'll naturally eat less. Plus, your body knows what to do with real sugar & how to process & eliminate it.","Food, Inc"
111491,B002LBKDYE, A10QHFZTRU83I9,5.0, I Decided Not To Be One of the Majority,"After seeing the movie, I decided to be a Vegan.  I never would have dreamed I'd become one, but actually, I am feeling better physically and have lost weight!!!!  Between watching the movie, reading ""Eat to Live"" and a book by Ruth Heidrich, who is vegan and a triathlete, I think I've made a healthy as well as ""green"" decision.  Plus, I don't want to support those companies which were focused on in the movie and treated animals with such disrespect.","Food, Inc"
111492,B002LBKDYE, A105YYPL7GBPJ0,5.0, AIN'T GONNA EAT YOUR MEAT NO MORE,"We watched this film one evening almost 2 years ago and have not eaten meat  - chicken, pork, and beef - since! It made me so ashamed to be one of the human beings sent here to watch over God's creatures and end up treating them so horribly, that I quit buying/eating meat immediately! I refuse to support this system which devalues animal life so blatantly - just for profit and spite! Nuts!","Food, Inc"
111493,B002LBKDYE, A1U4ENSV3G5EC6,5.0," Food, Inc",This is a great movie and a real eye opener. Makes me want to be vegan and support local organic farmers. I plan to share it with my family and friends.,"Food, Inc"
111494,B002LBKDYE, A7YA0AA9DIUH,4.0, Big Government and Big Farms Equal Big Problems,"Agribusiness is a popular word you may have heard. _Food, Inc._ will introduce you to some key players in the world of agricultural business, and points us all in the directions that are better for eaters, farmers, and America: back to growing/fattening the way God designed it. (Sidenote: U.S. Dept. of Agriculture is a joke. American crops and herds were better before it assumed its place among the eternal ever-expanding departments of the Federal Empire.)","Food, Inc"
111495,B002LBKDYE, A1T22RG6IGAPF9,5.0, DOLLAR VOTES,INFORMATIVE!!  this documentary helps immensely with the decisions regarding dollar votes and where we spend our money is perhaps more crucial than who we vote for.,"Food, Inc"
111496,B002LBKDYE, AHX41JP21F8JP,5.0, Changed My Life,"This is an amazing documentary that instantly made me rethink my ideas of food; where it comes from, who is in control of it, and how our current practices impact the environment.  The presentation of the material was balanced and made me aware of how much I assumed I knew about the food I eat. I feel this is a film everyone should see.","Food, Inc"
111497,B002LBKDYE, AUKD7VCMKMN4N,5.0," If you have any conscience, watching this movie will change your way of life...","I watched this over a month ago, and my way of life has changed completely.  I cannot purchase commercially produced meat, eggs, or milk -- now I know the high cost of misery and suffering (both human and animal) involved in it's production. I lent this movie to my friends and family, and they were also sobered by it's message.  This is a life changing film that everyone who eats needs to see.  Americans have closed their eyes for far too long to what goes into the food they eat.<br /><br />Watch this film, wake up, and take responsibility for the part you play in this horrifying drama.","Food, Inc"
111498,B002LBKDYE, ANOLMW1DI0EEL,5.0, An amazing eye-opener,"Food, Inc. really opened my eyes to all of the horrible things that I knew I didn't like about factory farming and our nation's food system as a whole, but I had never seen before. If you care about food, watch this.","Food, Inc"
111499,B002LBKDYE, A1BE4F1683R7E3,5.0, change your life!,"Great flick! Amazing life changes & people helping others. Awareness & helplessness, sad, uplifting, and mostly life changing. I purchased a juicer & love it!","Food, Inc"
111500,B002LBKDYE, A1UK85OFTSAZ6U,5.0, THIS COULD SAVE YOUR LIFE,"I first viewed documentary about 1 month ago on Amazon Instant prime members Video streaming and found to be life altering so much that I purchased several DVDs to give as gifts. We had already decided to change our eating habits prior to watching and this documentary sealed it for us.<br /><br />To see how the animals we eat everyday are treated by the agriculture industry was mind boggling. The question to eat grass-fed vs grain-fed beef, eating organic vs non-organic, free-range vs caged chicken, were all answered watching this DVD. Highly recommended.","Food, Inc"
111501,B002LBKDYE, A1PTTA9OBY3L31,5.0, You must see Food Inc.,"Food Inc. is a great documentary about agribusiness in America. The film traces the negative effects of the way these companies do business from your plate all the way back to the factory farms and petri dishes. Authors Michael Pollan and Eric Schlosser are among the people shedding light on the corporate controlled American food industry. It is not an easy film to watch, but it is important to see how your food gets to your table.","Food, Inc"
111502,B002LBKDYE, A3ND2ZGFY649TU,5.0, People have a right to know!,It is 2:20 am in the morning and I could not stop watching until the end. It is amazing to me how blind we really are to what we are doing to ourselves and to our nation. This movie truly helps you see what is going on. If you have any interest in what you're eating...then watch this movie!!,"Food, Inc"
111503,B002LBKDYE, AL1R9FNQMK5LF,5.0, life changing and true.,"i dont ever watch movies cuz its boring but this movie is important for real. the goverment lies and hides everything from us and why cant we see where our food comes from? ive seen many videos on youtube with proof animals get tourtered in cages no moving room and its all the companies can save and make big money and its sick. its not even natural. undercover ppl who get into the companies to find the truth and this movie being made in canada exposes the truth. its creative way to find the truth.<br /><br />this movie shows the factory farming system and it also shows a virgina real farming and its a huge difference. unfourtnley there arnt many like the virgina farmer around in this country. here in south jersey we got none. the dvd has other features where it shows chipotle resturant uses organic and proper way. we dont got a chipotle here either. we almost never know where our food comes from.<br /><br />this movie makes us realize that were in serious trouble. im going fishing before the goverment bans fishing too. its the only time where i know where my food acutally comes from. its a real talk and important movie. corporate america has taken over america. they basically own us. we dont even know the food we eat. why cant there be local farms? you know why if you watch the movie. cuz they dont want you to see the hormones, chemicals they use and also the animal tourter. they cant do it legit cuz they are greedy and mean ppl.","Food, Inc"
111504,B002LBKDYE, A34R5I05U755GO,5.0, Reality Punch!  -  A MUST WATCH,"I guess secretly you know that the food we eat day to day had checmicals, pestisides, bacteria and whatnot but we get so caught up in our day to day worlds to stop and really soak this in. This movie will give you 1.5 hours of true and honest circumstances that these farmers and workers come accross that we as consumers really never think about. It's a must watch for those who care about perservation of the soul, our bodies, our families and environments and mother earth itself. Thank you for giving us this reality check. :)I will certainly think about what I ingest from now on.","Food, Inc"
111505,B002LBKDYE, A327S65LVV78X,5.0, Excellent Read,Enlightening and informative. This movie exposes so much with the commercial food system.  So much easier to make educated decisions for health and eating after watching this.,"Food, Inc"
111506,B002LBKDYE, ACRCG62EFE9T1,5.0, Informative movie,"This is a movie that is not afraid to tell the truth. Meat and dairy farmers want to paint a picture of "" happy cows and chickens.""<br />Nothing could be further from the truth. It reinforces  the reasons to be a vegetarian or at least to know about the food industry..","Food, Inc"
111507,B002LBKDYE, A2U92BOIZN8433,5.0, Fantastic and also quite disturbing,"Have you ever received a diagnosis of hypertension or high cholesterol? If this happens you begin to wonder about the food we eat. The film, ""Food, Inc."" makes you sit up straight in your chair and wonder what we have in our stomachs. Nutrition is very important to us as an alternative to pharmacotherapy. This film allows a person to question of how food is produced and that the FDA is still open for business. Suppose that the film is actually enough, you can ask questions about food production in the United States. Is anyone worried about security of the food we eat and why the fox guarding the henhouse in the national regulatory agencies and how long I am able to start growing food in the yard?<br />It is time for anyone concerned about the quality of what we eat vote by choosing quality over quantity in the supermarket, and an attempt to decent food affordable for families. We must wake up to the alarming methods.","Food, Inc"
111508,B002LBKDYE, A9S107KMH92LR,5.0," FOOD, Inc",So informative. Certainly gives insight to how large business is more interested in taking control to themselves and little to no concern for the rest of the world nor the people in it. Everything is centred on money and power. May they reap their just reward.,"Food, Inc"
111509,B002LBKDYE, A3JAPRUAXKITR9,5.0, A must-watch,"This is one of those films everyone should see. I found it balanced and informative - depressing as well, but in a good way. Watch and pass on the word.","Food, Inc"
111510,B002LBKDYE, A1LD42W0UJOJQ2,5.0, Eye opening,"I had no idea how there was such a monopoly in the food industry or how blind I have been to it.  I want to take a closer look at my intake and start doing organic!  This spring, we are even going to start our own small garden.","Food, Inc"
111511,B002LBKDYE, A3EFPJZH38LWOP,5.0, Best documentary of the year!,"This documentary is very well put-together.  Similar to ""King Corn"" (2007), however it is exceeding in superior content, logical flow and screen-play.  I enjoyed it thoroughly.","Food, Inc"
111512,B002LBKDYE, A1DMRPR4HBOKYE,5.0, Voting with food dollars...,"Wow. What a wake up call, sadly I knew most of the information included already but I have been too lazy to change MY behavior. This was just the wake up call I needed to be more aware of my food choices. My money is paying the bills of these large companies, I don't really want that.<br />This video isn't a vegetarian vs carnivore debate. This is honesty in food. This is a cry for INTEGRITY in American food production. Let's vote for organic, for truth in labeling and for (dare I say it again) Integrity in food production. We do this by CHOOSING to buy the foods that are produced ethically and non- genetically.<br />Thank You to the Food Inc producers and those who opened their homes, farms and lives to offer me this wake up call. I needed it and I thank you for your honesty.","Food, Inc"
111513,B002LBKDYE, A3JCHQP6Q4DD17,5.0, Everyone should see this. A wake up call.,"Very educational. We CAN change the system, it all begins with us.  I love how the film gives us the solution of ""voting"" with our dollars.  Now if we can just educate the masses we can affect change.","Food, Inc"
111514,B002LBKDYE, ALAEPPDWV39Z1,5.0," Carnivores will turn vegetarian, I bet you...","Loce The Wizard's review back in 5/21/09 was profound, so thank you for that thorough review. Because of the reviews here, I purchased this fantastic documentary back on 9/5/10 for $22 & Amazon.com was gracious enough to also throw in there a free digital copy of the document for me to instantly stream while I was waiting for the Blu-Ray to arrive. As mentioned before by others, this documentary about the food industry is a raw-and-in-your-face fearless revelation about the inner-workings of the food industry & how the ""garbage-in-garbage-out"" adage is most true. This documentary not only gave me second thoughts about how the animals are treated but, even more so, how WE are poisoned (in the literal sense....just watch the part of the young boy that died)& condemned to avoidable & preventable illnesses due to how the food industry ""feeds the nation."" Others have successfully ranted about how horrendous this is, so I'll just say that this documentary effectively sheds light on all fronts of the food industry, products we purchase at the grocery store, down to fast food & chicken nuggets.<br /><br />You will turn a new leaf after watching this, & then eat that leaf in place of meat. If not, you're not from this earth.","Food, Inc"
111515,B002LBKDYE, A3AOJMKC88AREZ,4.0, Really interesting,A nice little peek behind into how our food is made.  Really enjoyed it.  (Now I need to think about how to interpret/isolate/adjust for the slant. :-),"Food, Inc"
111516,B002LBKDYE, A3AXXXWKQ33V35,5.0, You are what you eat,"This is an amazing documentary that will educate you about something very basic, something that you do at least once a day, eat. The authors tell and show your where the food that most of us eat every day is coming from. Be egoistic an watch this documentary because there is nothing as intimate as eating.","Food, Inc"
111517,B002LBKDYE, A1GMRHHFSYZU9J,5.0, Very Informative,"I really enjoyed this film. It is packed with information on how we get our food. It had a wide range of credible sources - it didn't really have any major food processors, but not from lack of trying.  I will would both recommend and watch this again.","Food, Inc"
111518,B002LBKDYE, A2AGSSLC9KX8HC,5.0, I'm not surprised...,"Listen I have been to one too many crowded farms.  This movie reinforced my suspiscions about mass production. Of course I love my soda and dollar menu meals, but really I have always needed a little push to break my bad habits. This movie has done it. After our fridge and freezer emptys out we are buying from the farmers market only.  Our future plans involve adding a greenhouse, composter, chickens, and goats to our property.  Convience has spoiled us all.  No wonder it's so difficult to lose weight with the crap we are buying and consuming.  I highly recommended this eye opening film to every person who shops at a supermarket instead of the farmers market.","Food, Inc"
111519,B002LBKDYE, AY4H3U6UQSMQ4,4.0," Informative, well done, and a good message.  Only one part that I would change.","This was an informative, well done video with a good message.  I felt like they spent a little too much time on the story about the kid who died from Ecoli.  I'm not being insensitive to that situation or his family, I just think it killed the energetic, fast paced mood of the movie that was keeping us enthralled and making us feel like we were learning something big every 5 minutes.  I also feel like there needed to be a message near the end about the real solution being to keep things small and local.  This is the key to avoiding control by big companies and government.  They can't keep backyard gardeners from saving seed and growing organic.","Food, Inc"
111520,B002LBKDYE, A21GS9XMFO4HX3,5.0, Thank you for an excellent film,"I have read all the 1-star reviews and know some aspects of the story can be controversial. However the film tries to make its point clear in hope to raise awareness of current problems in our food industry and in my opinion it does this job perfectly. We should appreciate the film's effort in changing the way we think of food as a consumer, and because of this film I would like to take part and change the world with every bit--consume more certified organics and eat lots of veggies and minimal (eventually zero) meat. Thank you for an excellent film and for changing the world for better!","Food, Inc"
111521,B002LBKDYE, A1XY2IC1ZX84WW,5.0, Treat Our Planet and Animals well - and we all live longer,"Wow! What a moving piece of art. I watched it - reviewing it on Facebook as I watched. It brought many tears to my eyes, watching how bad the humans and animals are treated in the production of the Big Mac, Whopper, and Original/Xtra Crispy Chicken.<br /><br />Basically, animals are treated like liveless widgets - stuffed with chemicals - scared to death - slaughtered inhumanely and then we are served this on a place after we hear the words, ""Can I take your order?""<br /><br />Really opened my eyes quite a bit and felt quite sorry for the lone farmer who just wanted to sell non-GMO soybeans and had his whole life turned upside down by evil Monsanto. I wonder how anyone has any morals or a shred of dignity working for that company. Shame on you Monsanto!<br /><br />I'm sure as people demand healthier food, Monsanto will jump on the bandwagon, hire this guy they financially brutalized and have him show them how to make seeds that are not Genetically modified.<br /><br />If consumers can get milk producers to stop putting synthetic hormones in milk (Walmart will not allow it any more), I'm sure we can turn around the cow, pig, and chicken mega-factories.","Food, Inc"
111522,B002LBKDYE, ATFVBB70WNGMW,5.0, You'll never look at your chicken nuggets the same way again!,"If there is such a thing as Karma, then this country is incurring a lot of bad karma because of the way that we treat animals for food production.  The new method for raising chickens to improve production, besides providing less than a square foot to move around in, debeaking and so on, is to keep them in the dark.  Livestock are treated no better.  Cattle routinely roam around ankle deep in their own feces.  Think plant based foods are safe?  See this movie and find out the awful truth.  Especially pay attention to the politics of corn.  Learn how the FDA is hindering the growth of the organic food industry and, the localization of food production.  Discover some reasons why we may be so fat and sick in this country.  This film provided some mind blowing information that has dramatically changed my eating habits.  You owe it to yourself and your family to watch it.","Food, Inc"
111523,B002LBKDYE, A3FW82LRJ9HRXB,5.0, I WILL MAKE DIFFERENT CHOICES,"After watching this film, I WILL MAKE DIFFERENT CHOICES. I WILL DO THE RESEARCH. I will not contribute to the problem any longer. I hope you will do the same.","Food, Inc"
111524,B002LBKDYE, A22R8ERDL92J5G,5.0, Informative!,"Well filmed and extremely informative.<br />Made me crave for that change.<br />Also, made me disgusted by the power hungry companies and how our government does not do anything about the regulations.<br />Definitely changing my food lifestyle after watching this documentary.<br />A must watch!","Food, Inc"
111525,B002LBKDYE, A2Q3QXJDNTUXO6,5.0, Eye opening meat expos&eacute; on CAFO,"After seeing this, you will look for words like, ""grass fed"", ""free range"", ""raised without hormones or antibiotics"", and such, when buying meat, poultry or eggs.  Or, you may be so moved as to avoid the risk, health hazards and shopping hassles, and become vegetarian or vegan.  The film is that compelling.","Food, Inc"
111526,B002LBKDYE, A2IJSW8ZB6DKF3,5.0, Great Movie.  Make a U-Turn from old habits,"The greed of the food companies, the convenience of shopping at supermarkets, the laziness to not travel the extra mile to that farmers market, unwillingness to spend the extra dollar to buy humanely grown food - all these have made us eat food that is not good for us.  Let us all decide to buy food and meat from farmers market and not from supermarkets.  This is a great movie.","Food, Inc"
111527,B002LBKDYE, ATRVMGGEGHI6C,5.0, Let's be REAL,"Thought provoking and eloquently pieced together, this documentary investigates the corruptly monopolized American food industry to reveal the reality:  our health and the health of our children are in the hands of a small group of infinitely powerful companies that go out of their way to manipulate every aspect of food production and delivery, from legislation to the supermarket, in order to turn a profit.<br /><br />I feel motivated to share my new found knowledge with family and friends, inspired to seek out the truth about the adverse impacts unchecked corporate greed has brought to our food supply, and I pledge never again to purchase any product pedaled by these unscrupulous companies. Not ever again.","Food, Inc"
111528,B002LBKDYE, A23T5XO0FRRGO7,5.0, Excellent Perspective,"A truly well balanced film, presenting the human plight in this complicated/fluctuating industry. It won't matter if you are democrat or republican, Christian or atheist, omnivore or vegan - if you're human you will be touched by this film. Well done!","Food, Inc"
111529,B002LBKDYE, A2O1WO7JRADKZ4,5.0," Yummy! Food, Inc.","This is a very informative film that all need to see...Its all on you to choose whether to eat more natural foods or not, but if you are curious about a more organic way of life, this film is a solid start towards that.<br />I enjoyed it, and I hope you all will too.","Food, Inc"
111530,B002LBKDYE, A9KAY47NCPQS,4.0, Good but too preachy and a bit too glib,"A better documentary is The Future of Food.<br /><br />Still, I applaud the existence of this documentary, to capture those audiences that will never read the book versions.","Food, Inc"
